category_id,category_name,product_id,product_name,list_price
3,Cruisers Bicycles,12,Electra Townie Original 21D - 2016,549.99
3,Cruisers Bicycles,13,Electra Cruiser 1 (24-Inch) - 2016,269.99
3,Cruisers Bicycles,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
3,Cruisers Bicycles,15,Electra Moto 1 - 2016,529.99
3,Cruisers Bicycles,16,Electra Townie Original 7D EQ - 2016,599.99
3,Cruisers Bicycles,17,Pure Cycles Vine 8-Speed - 2016,429.0
3,Cruisers Bicycles,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0
3,Cruisers Bicycles,19,Pure Cycles William 3-Speed - 2016,449.0
3,Cruisers Bicycles,20,Electra Townie Original 7D EQ - Women's - 2016,599.99
3,Cruisers Bicycles,64,Electra Townie Original 7D - 2017,489.99
3,Cruisers Bicycles,65,Sun Bicycles Lil Bolt Type-R - 2017,346.99
3,Cruisers Bicycles,66,Sun Bicycles Revolutions 24 - 2017,250.99
3,Cruisers Bicycles,67,Sun Bicycles Revolutions 24 - Girl's - 2017,250.99
3,Cruisers Bicycles,68,Sun Bicycles Cruz 3 - 2017,449.99
3,Cruisers Bicycles,69,Sun Bicycles Cruz 7 - 2017,416.99
3,Cruisers Bicycles,70,Electra Amsterdam Original 3i - 2015/2017,659.99
3,Cruisers Bicycles,71,Sun Bicycles Atlas X-Type - 2017,416.99
3,Cruisers Bicycles,72,Sun Bicycles Biscayne Tandem 7 - 2017,619.99
3,Cruisers Bicycles,73,Sun Bicycles Brickell Tandem 7 - 2017,749.99
3,Cruisers Bicycles,74,Electra Cruiser Lux 1 - 2017,439.99
3,Cruisers Bicycles,75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,599.99
3,Cruisers Bicycles,76,"Electra Girl's Hawaii 1 16"" - 2017",299.99
3,Cruisers Bicycles,77,Electra Glam Punk 3i Ladies' - 2017,799.99
3,Cruisers Bicycles,78,Sun Bicycles Biscayne Tandem CB - 2017,647.99
3,Cruisers Bicycles,79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99
3,Cruisers Bicycles,80,Sun Bicycles Brickell Tandem CB - 2017,761.99
3,Cruisers Bicycles,81,Electra Amsterdam Fashion 7i Ladies' - 2017,1099.99
3,Cruisers Bicycles,82,Electra Amsterdam Original 3i Ladies' - 2017,659.99
3,Cruisers Bicycles,212,Electra Townie Original 21D - 2018,559.99
3,Cruisers Bicycles,213,Electra Cruiser 1 - 2016/2017/2018,269.99
3,Cruisers Bicycles,214,Electra Tiger Shark 3i - 2018,899.99
3,Cruisers Bicycles,215,Electra Queen of Hearts 3i - 2018,749.99
3,Cruisers Bicycles,216,Electra Super Moto 8i - 2018,899.99
3,Cruisers Bicycles,217,Electra Straight 8 3i - 2018,909.99
3,Cruisers Bicycles,218,Electra Cruiser 7D - 2016/2017/2018,319.99
3,Cruisers Bicycles,219,Electra Moto 3i - 2018,639.99
3,Cruisers Bicycles,220,Electra Cruiser 1 Ladies' - 2018,269.99
3,Cruisers Bicycles,221,Electra Cruiser 7D Ladies' - 2016/2018,319.99
3,Cruisers Bicycles,222,Electra Cruiser 1 Tall - 2016/2018,269.99
3,Cruisers Bicycles,223,Electra Cruiser Lux 3i - 2018,529.99
3,Cruisers Bicycles,224,Electra Cruiser Lux 7D - 2018,479.99
3,Cruisers Bicycles,225,Electra Delivery 3i - 2016/2017/2018,959.99
3,Cruisers Bicycles,226,Electra Townie Original 21D EQ - 2017/2018,679.99
3,Cruisers Bicycles,227,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,319.99
3,Cruisers Bicycles,228,Electra Cruiser 7D Tall - 2016/2018,319.99
3,Cruisers Bicycles,229,Electra Cruiser Lux 1 - 2016/2018,429.99
3,Cruisers Bicycles,230,Electra Cruiser Lux 1 Ladies' - 2018,429.99
3,Cruisers Bicycles,231,Electra Cruiser Lux 3i Ladies' - 2018,529.99
3,Cruisers Bicycles,232,Electra Cruiser Lux 7D Ladies' - 2018,479.99
3,Cruisers Bicycles,233,Electra Cruiser Lux Fat Tire 7D - 2018,639.99
3,Cruisers Bicycles,234,Electra Daydreamer 3i Ladies' - 2018,899.99
3,Cruisers Bicycles,235,Electra Koa 3i Ladies' - 2018,899.99
3,Cruisers Bicycles,236,Electra Morningstar 3i Ladies' - 2018,749.99
3,Cruisers Bicycles,237,Electra Relic 3i - 2018,849.99
3,Cruisers Bicycles,238,Electra Townie Balloon 8D EQ - 2016/2017/2018,749.99
3,Cruisers Bicycles,239,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,749.99
3,Cruisers Bicycles,240,Electra Townie Commute 27D Ladies - 2018,899.99
3,Cruisers Bicycles,241,Electra Townie Commute 8D - 2018,749.99
3,Cruisers Bicycles,242,Electra Townie Commute 8D Ladies' - 2018,699.99
3,Cruisers Bicycles,243,Electra Townie Original 21D EQ Ladies' - 2018,679.99
3,Cruisers Bicycles,244,Electra Townie Original 21D Ladies' - 2018,559.99
3,Cruisers Bicycles,245,Electra Townie Original 3i EQ - 2017/2018,659.99
3,Cruisers Bicycles,246,Electra Townie Original 3i EQ Ladies' - 2018,639.99
3,Cruisers Bicycles,247,Electra Townie Original 7D EQ - 2018,599.99
3,Cruisers Bicycles,248,Electra Townie Original 7D EQ Ladies' - 2017/2018,599.99
3,Cruisers Bicycles,249,Electra White Water 3i - 2018,749.99
3,Cruisers Bicycles,250,Electra Townie Go! 8i - 2017/2018,2599.99
3,Cruisers Bicycles,251,Electra Townie Commute Go! - 2018,2999.99
3,Cruisers Bicycles,252,Electra Townie Commute Go! Ladies' - 2018,2999.99
3,Cruisers Bicycles,253,Electra Townie Go! 8i Ladies' - 2018,2599.99
3,Cruisers Bicycles,254,Electra Townie Balloon 3i EQ - 2017/2018,749.99
3,Cruisers Bicycles,255,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,899.99
3,Cruisers Bicycles,256,Electra Townie Commute 27D - 2018,899.99
3,Cruisers Bicycles,257,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,899.99
3,Cruisers Bicycles,258,Electra Amsterdam Royal 8i - 2017/2018,1259.9
3,Cruisers Bicycles,259,Electra Amsterdam Royal 8i Ladies - 2018,1199.99
3,Cruisers Bicycles,260,Electra Townie Balloon 3i EQ Ladies' - 2018,799.99
3,Cruisers Bicycles,261,Electra Townie Balloon 7i EQ - 2018,899.99
