category_id,category_name,product_id,product_name,list_price
6,Mountain Bikes,1,Trek 820 - 2016,379.99
6,Mountain Bikes,2,Ritchey Timberwolf Frameset - 2016,749.99
6,Mountain Bikes,3,Surly Wednesday Frameset - 2016,999.99
6,Mountain Bikes,4,Trek Fuel EX 8 29 - 2016,2899.99
6,Mountain Bikes,5,Heller Shagamaw Frame - 2016,1320.99
6,Mountain Bikes,6,Surly Ice Cream Truck Frameset - 2016,469.99
6,Mountain Bikes,7,Trek Slash 8 27.5 - 2016,3999.99
6,Mountain Bikes,8,Trek Remedy 29 Carbon Frameset - 2016,1799.99
6,Mountain Bikes,27,Surly Big Dummy Frameset - 2017,999.99
6,Mountain Bikes,28,Surly Karate Monkey 27.5+ Frameset - 2017,2499.99
6,Mountain Bikes,29,Trek X-Caliber 8 - 2017,999.99
6,Mountain Bikes,30,Surly Ice Cream Truck Frameset - 2017,999.99
6,Mountain Bikes,31,Surly Wednesday - 2017,1632.99
6,Mountain Bikes,32,Trek Farley Alloy Frameset - 2017,469.99
6,Mountain Bikes,33,Surly Wednesday Frameset - 2017,469.99
6,Mountain Bikes,34,Trek Session DH 27.5 Carbon Frameset - 2017,469.99
6,Mountain Bikes,35,Sun Bicycles Spider 3i - 2017,832.99
6,Mountain Bikes,36,Surly Troll Frameset - 2017,832.99
6,Mountain Bikes,37,Haro Flightline One ST - 2017,379.99
6,Mountain Bikes,38,Haro Flightline Two 26 Plus - 2017,549.99
6,Mountain Bikes,39,Trek Stache 5 - 2017,1499.99
6,Mountain Bikes,40,Trek Fuel EX 9.8 29 - 2017,4999.99
6,Mountain Bikes,41,Haro Shift R3 - 2017,1469.99
6,Mountain Bikes,42,Trek Fuel EX 5 27.5 Plus - 2017,2299.99
6,Mountain Bikes,43,Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99
6,Mountain Bikes,44,Haro SR 1.1 - 2017,539.99
6,Mountain Bikes,45,Haro SR 1.2 - 2017,869.99
6,Mountain Bikes,46,Haro SR 1.3 - 2017,1409.99
6,Mountain Bikes,47,Trek Remedy 9.8 - 2017,5299.99
6,Mountain Bikes,112,Trek 820 - 2018,379.99
6,Mountain Bikes,113,Trek Marlin 5 - 2018,489.99
6,Mountain Bikes,114,Trek Marlin 6 - 2018,579.99
6,Mountain Bikes,115,Trek Fuel EX 8 29 - 2018,3199.99
6,Mountain Bikes,116,Trek Marlin 7 - 2017/2018,749.99
6,Mountain Bikes,117,Trek Ticket S Frame - 2018,1469.99
6,Mountain Bikes,118,Trek X-Caliber 8 - 2018,999.99
6,Mountain Bikes,119,Trek Kids' Neko - 2018,469.99
6,Mountain Bikes,120,Trek Fuel EX 7 29 - 2018,2499.99
6,Mountain Bikes,121,Surly Krampus Frameset - 2018,2499.99
6,Mountain Bikes,122,Surly Troll Frameset - 2018,2499.99
6,Mountain Bikes,123,Trek Farley Carbon Frameset - 2018,999.99
6,Mountain Bikes,124,Surly Krampus - 2018,1499.0
6,Mountain Bikes,125,Trek Kids' Dual Sport - 2018,469.99
6,Mountain Bikes,126,Surly Big Fat Dummy Frameset - 2018,469.99
6,Mountain Bikes,127,Surly Pack Rat Frameset - 2018,469.99
6,Mountain Bikes,128,Surly ECR 27.5 - 2018,1899.0
6,Mountain Bikes,129,Trek X-Caliber 7 - 2018,919.99
6,Mountain Bikes,130,Trek Stache Carbon Frameset - 2018,919.99
6,Mountain Bikes,131,Heller Bloodhound Trail - 2018,2599.0
6,Mountain Bikes,132,Trek Procal AL Frameset - 2018,1499.99
6,Mountain Bikes,133,Trek Procaliber Frameset - 2018,1499.99
6,Mountain Bikes,134,Trek Remedy 27.5 C Frameset - 2018,1499.99
6,Mountain Bikes,135,Trek X-Caliber Frameset - 2018,1499.99
6,Mountain Bikes,136,Trek Procaliber 6 - 2018,1799.99
6,Mountain Bikes,137,Heller Shagamaw GX1 - 2018,2599.0
6,Mountain Bikes,138,Trek Fuel EX 5 Plus - 2018,2249.99
6,Mountain Bikes,139,Trek Remedy 7 27.5 - 2018,2999.99
6,Mountain Bikes,140,Trek Remedy 9.8 27.5 - 2018,4999.99
6,Mountain Bikes,141,Trek Stache 5 - 2018,1599.99
6,Mountain Bikes,142,Trek Fuel EX 8 29 XT - 2018,3199.99
