category_id,category_name,product_id,product_name,list_price
2,Comfort Bicycles,24,Electra Townie Original 21D - 2016,549.99
2,Comfort Bicycles,25,Electra Townie Original 7D - 2015/2016,499.99
2,Comfort Bicycles,26,Electra Townie Original 7D EQ - 2016,599.99
2,Comfort Bicycles,102,Electra Townie Original 7D - 2017,489.99
2,Comfort Bicycles,103,Sun Bicycles Streamway 3 - 2017,551.99
2,Comfort Bicycles,104,Sun Bicycles Streamway - 2017,481.99
2,Comfort Bicycles,105,Sun Bicycles Streamway 7 - 2017,533.99
2,Comfort Bicycles,106,Sun Bicycles Cruz 3 - 2017,449.99
2,Comfort Bicycles,107,Sun Bicycles Cruz 7 - 2017,416.99
2,Comfort Bicycles,108,Sun Bicycles Cruz 3 - Women's - 2017,449.99
2,Comfort Bicycles,109,Sun Bicycles Cruz 7 - Women's - 2017,416.99
2,Comfort Bicycles,110,Sun Bicycles Drifter 7 - 2017,470.99
2,Comfort Bicycles,111,Sun Bicycles Drifter 7 - Women's - 2017,470.99
2,Comfort Bicycles,299,Electra Townie Original 21D - 2018,559.99
2,Comfort Bicycles,300,Electra Townie Balloon 3i EQ Ladies' - 2018,799.99
2,Comfort Bicycles,301,Electra Townie Balloon 7i EQ - 2018,899.99
2,Comfort Bicycles,302,Electra Townie Original 1 - 2018,449.99
2,Comfort Bicycles,303,Electra Townie Go! 8i - 2017/2018,2599.99
2,Comfort Bicycles,304,Electra Townie Original 21D EQ - 2017/2018,679.99
2,Comfort Bicycles,305,Electra Townie Balloon 3i EQ - 2017/2018,749.99
2,Comfort Bicycles,306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,899.99
2,Comfort Bicycles,307,Electra Townie Balloon 8D EQ - 2016/2017/2018,749.99
2,Comfort Bicycles,308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,749.99
2,Comfort Bicycles,309,Electra Townie Commute 27D - 2018,899.99
2,Comfort Bicycles,310,Electra Townie Commute 27D Ladies - 2018,899.99
2,Comfort Bicycles,311,Electra Townie Commute 8D - 2018,749.99
2,Comfort Bicycles,312,Electra Townie Commute 8D Ladies' - 2018,699.99
2,Comfort Bicycles,313,Electra Townie Original 1 Ladies' - 2018,449.99
2,Comfort Bicycles,314,Electra Townie Original 21D EQ Ladies' - 2018,679.99
2,Comfort Bicycles,315,Electra Townie Original 21D Ladies' - 2018,559.99
