category_id,category_name,product_id,product_name,list_price
7,Road Bikes,48,Trek Emonda S 4 - 2017,1499.99
7,Road Bikes,49,Trek Domane SL 6 - 2017,3499.99
7,Road Bikes,50,Trek Silque SLR 7 Women's - 2017,5999.99
7,Road Bikes,51,Trek Silque SLR 8 Women's - 2017,6499.99
7,Road Bikes,52,Surly Steamroller - 2017,875.99
7,Road Bikes,53,Surly Ogre Frameset - 2017,749.99
7,Road Bikes,54,Trek Domane SL Disc Frameset - 2017,3199.99
7,Road Bikes,55,Trek Domane S 6 - 2017,2699.99
7,Road Bikes,56,Trek Domane SLR 6 Disc - 2017,5499.99
7,Road Bikes,57,Trek Emonda S 5 - 2017,1999.99
7,Road Bikes,58,Trek Madone 9.2 - 2017,4999.99
7,Road Bikes,59,Trek Domane S 5 Disc - 2017,2599.99
7,Road Bikes,143,Trek Domane ALR 3 - 2018,1099.99
7,Road Bikes,144,Trek Domane ALR 4 Disc - 2018,1549.99
7,Road Bikes,145,Trek Domane ALR 5 Disc - 2018,1799.99
7,Road Bikes,146,Trek Domane SLR 6 - 2018,4999.99
7,Road Bikes,147,Trek Domane ALR 5 Gravel - 2018,1799.99
7,Road Bikes,148,Trek Domane SL 8 Disc - 2018,5499.99
7,Road Bikes,149,Trek Domane SLR 8 Disc - 2018,7499.99
7,Road Bikes,150,Trek Emonda SL 7 - 2018,4499.99
7,Road Bikes,151,Trek Domane ALR 4 Disc Women's - 2018,1549.99
7,Road Bikes,152,Trek Domane SL 5 Disc Women's - 2018,2499.99
7,Road Bikes,153,Trek Domane SL 7 Women's - 2018,4999.99
7,Road Bikes,154,Trek Domane SLR 6 Disc Women's - 2018,5499.99
7,Road Bikes,155,Trek Domane SLR 9 Disc - 2018,11999.99
7,Road Bikes,156,Trek Domane SL Frameset - 2018,6499.99
7,Road Bikes,157,Trek Domane SL Frameset Women's - 2018,6499.99
7,Road Bikes,158,Trek CrossRip 1 - 2018,959.99
7,Road Bikes,159,Trek Emonda ALR 6 - 2018,2299.99
7,Road Bikes,160,Trek Emonda SLR 6 - 2018,4499.99
7,Road Bikes,161,Surly ECR - 2018,1899.0
7,Road Bikes,162,Trek Emonda SL 6 Disc - 2018,2999.99
7,Road Bikes,163,Surly Pack Rat - 2018,1349.0
7,Road Bikes,164,Surly Straggler 650b - 2018,1549.0
7,Road Bikes,165,Trek 1120 - 2018,2499.99
7,Road Bikes,166,Trek Domane AL 2 Women's - 2018,749.99
7,Road Bikes,167,Surly ECR Frameset - 2018,749.99
7,Road Bikes,168,Surly Straggler - 2018,1549.0
7,Road Bikes,169,Trek Emonda SLR 8 - 2018,6499.99
7,Road Bikes,170,Trek CrossRip 2 - 2018,1299.99
7,Road Bikes,171,Trek Domane SL 6 - 2018,3199.99
7,Road Bikes,172,Trek Domane ALR Disc Frameset - 2018,3199.99
7,Road Bikes,173,Trek Domane ALR Frameset - 2018,3199.99
7,Road Bikes,174,Trek Domane SLR Disc Frameset - 2018,3199.99
7,Road Bikes,175,Trek Domane SLR Frameset - 2018,3199.99
7,Road Bikes,176,Trek Madone 9 Frameset - 2018,3199.99
7,Road Bikes,177,Trek Domane SLR 6 Disc - 2018,5499.99
7,Road Bikes,178,Trek Domane AL 2 - 2018,749.99
7,Road Bikes,179,Trek Domane AL 3 - 2018,919.99
7,Road Bikes,180,Trek Domane AL 3 Women's - 2018,919.99
7,Road Bikes,181,Trek Domane SL 5 - 2018,2199.99
7,Road Bikes,182,Trek Domane SL 5 Disc - 2018,2499.99
7,Road Bikes,183,Trek Domane SL 5 Women's - 2018,2199.99
7,Road Bikes,184,Trek Domane SL 6 Disc - 2018,3499.99
7,Road Bikes,316,Trek Checkpoint ALR 4 Women's - 2019,1699.99
7,Road Bikes,317,Trek Checkpoint ALR 5 - 2019,1999.99
7,Road Bikes,318,Trek Checkpoint ALR 5 Women's - 2019,1999.99
7,Road Bikes,319,Trek Checkpoint SL 5 Women's - 2019,2799.99
7,Road Bikes,320,Trek Checkpoint SL 6 - 2019,3799.99
7,Road Bikes,321,Trek Checkpoint ALR Frameset - 2019,3199.99
