category_id,category_name,product_id,product_name,list_price
5,Electric Bikes,9,Trek Conduit+ - 2016,2999.99
5,Electric Bikes,60,Sun Bicycles ElectroLite - 2017,1559.99
5,Electric Bikes,61,Trek Powerfly 8 FS Plus - 2017,4999.99
5,Electric Bikes,185,Trek Conduit+ - 2018,2799.99
5,Electric Bikes,186,Trek CrossRip+ - 2018,4499.99
5,Electric Bikes,187,Trek Neko+ - 2018,2799.99
5,Electric Bikes,188,Trek XM700+ Lowstep - 2018,3499.99
5,Electric Bikes,189,Trek Lift+ Lowstep - 2018,2799.99
5,Electric Bikes,190,Trek Dual Sport+ - 2018,2799.99
5,Electric Bikes,191,Electra Loft Go! 8i - 2018,2799.99
5,Electric Bikes,192,Electra Townie Go! 8i - 2017/2018,2599.99
5,Electric Bikes,193,Trek Lift+ - 2018,2799.99
5,Electric Bikes,194,Trek XM700+ - 2018,3499.99
5,Electric Bikes,195,Electra Townie Go! 8i Ladies' - 2018,2599.99
5,Electric Bikes,196,Trek Verve+ - 2018,2299.99
5,Electric Bikes,197,Trek Verve+ Lowstep - 2018,2299.99
5,Electric Bikes,198,Electra Townie Commute Go! - 2018,2999.99
5,Electric Bikes,199,Electra Townie Commute Go! Ladies' - 2018,2999.99
5,Electric Bikes,200,Trek Powerfly 5 - 2018,3499.99
5,Electric Bikes,201,Trek Powerfly 5 FS - 2018,4499.99
5,Electric Bikes,202,Trek Powerfly 5 Women's - 2018,3499.99
5,Electric Bikes,203,Trek Powerfly 7 FS - 2018,4999.99
5,Electric Bikes,204,Trek Super Commuter+ 7 - 2018,3599.99
5,Electric Bikes,205,Trek Super Commuter+ 8S - 2018,4999.99
